"","row_ind","column_ind","values"
"1","CA0194500","y2022_2",-1
"2","CA037A300","y2020_12",-1
"3","AZDI08900","y2020_12",-4
"4","MD0023C00","y2020_10",-3
"5","MD0023C00","y2020_7",-15
"6","CA0192H0X","y2020_6",-1
"7","TX0460000","y2020_4",-2
"8","CA037A500","y2020_3",-2
"9","NJ0130500","y2020_2",-2
"10","MD0110400","y2020_2",-3
"11","CA0192J0X","y2020_1",-3
"12","WI0680700","y2019_12",-1
"13","TX057519E","y2019_12",-1
"14","TX0460000","y2019_12",-1
"15","NM0150100","y2019_12",-3
"16","CA0370400","y2019_11",-3
"17","TX2202900","y2019_6",-1
"18","TX2204000","y2019_5",-1
"19","PA0231800","y2019_5",-1
"20","PA0066200","y2019_5",-1
"21","MO0390000","y2019_5",-3
"22","GA0280500","y2019_5",-2
"23","CA0370800","y2019_4",-1
"24","CA0090200","y2019_3",-6
"25","PA0110500","y2019_2",-1
"26","WI0590100","y2019_1",-1
"27","MO0390200","y2019_1",-4
"28","MD0160300","y2019_1",-1
"29","CA0190X0X","y2018_12",-2
"30","CA0370700","y2018_12",-3
"31","CA0195800","y2018_11",-1
"32","CA030490X","y2018_11",-1
"33","CA0192J0X","y2018_10",-1
"34","TX2270200","y2018_8",-2
"35","CA0371300","y2018_8",-2
"36","TX2202200","y2018_7",-1
"37","TX2080000","y2018_7",-3
"38","GA1070100","y2018_7",-1
"39","GA0330800","y2018_7",-1
"40","CA0190300","y2018_7",-1
"41","CA037A200","y2018_7",-1
"42","CA0301200","y2018_7",-1
"43","TX0970000","y2018_6",-1
"44","MD0150200","y2018_6",-1
"45","TX2203200","y2018_4",-1
"46","TX2200400","y2018_4",-1
"47","PA0064300","y2018_4",-1
"48","MO0500800","y2018_3",-1
"49","PA0031000","y2018_2",-1
"50","TX1460100","y2018_1",-1
"51","TX0560100","y2018_1",-2
"52","CA0190300","y2018_1",-2
"53","CA0193800","y2017_12",-5
"54","TX1210100","y2017_11",-1
"55","MO0730300","y2017_11",-1
"56","ME0050200","y2017_11",-1
"57","MD0130000","y2017_11",-3
"58","TX1690100","y2017_10",-1
"59","GA0600400","y2017_10",-1
"60","GA0730100","y2017_10",-1
"61","TX1840300","y2017_8",-1
"62","CA0190D0X","y2017_7",-1
"63","WY0150000","y2017_6",-1
"64","WI0020100","y2017_6",-1
"65","TX2370000","y2017_6",-2
"66","TX0151500","y2017_6",-1
"67","GA0447100","y2017_6",-1
"68","CA0192J0X","y2017_6",-1
"69","CA0191100","y2017_6",-1
"70","WY0120000","y2017_5",-1
"71","PA0634100","y2017_5",-1
"72","PA0060600","y2017_5",-1
"73","MO0660300","y2017_5",-2
"74","MO0070100","y2017_5",-1
"75","GA0080200","y2017_5",-1
"76","WI0130600","y2017_3",-1
"77","NJ0081500","y2017_3",-2
"78","GA1410200","y2017_3",-1
"79","WI0371300","y2017_2",-1
"80","TX1460300","y2017_2",-1
"81","PA0620200","y2017_1",-1
"82","MS0240800","y2016_12",-1
"83","CA0191700","y2016_12",-1
"84","PA0110500","y2016_11",-1
"85","GA1140000","y2016_11",-1
"86","GA0730100","y2016_11",-1
"87","CA0192J0X","y2016_11",-1
"88","WI0680700","y2016_10",-1
"89","UT0110000","y2016_10",-1
"90","GA0290200","y2016_10",-1
"91","WI0371300","y2016_9",-1
"92","CA037A300","y2016_8",-3
"93","PA033SP00","y2016_7",-1
"94","PA0063500","y2016_6",-1
"95","MD0180000","y2016_6",-1
"96","CA0194000","y2016_6",-1
"97","CA0191100","y2016_6",-1
"98","CA0300500","y2016_6",-1
"99","MS0240800","y2016_5",-1
"100","ME0090000","y2016_5",-1
"101","PA0010200","y2016_4",-1
"102","CA0192H0X","y2016_4",-2
"103","PA0490200","y2016_3",-1
"104","MD0170800","y2016_3",-2
"105","PA0364800","y2016_2",-1
"106","PA0401500","y2016_2",-2
"107","CA0301200","y2016_2",-6
"108","PA0260800","y2016_1",-1
"109","GA0360000","y2016_1",-1
"110","CA0194000","y2016_1",-2
"111","NJ0171300","y2015_12",-1
"112","MO0330000","y2015_12",-3
"113","PA0362000","y2015_11",-1
"114","NV0161000","y2015_11",-1
"115","GA0602700","y2015_11",-1
"116","GA0600500","y2015_11",-1
"117","CA019900X","y2015_11",-1
"118","MO0460000","y2015_10",-7
"119","MO1070300","y2015_9",-9
"120","AK0015600","y2015_9",-1
"121","UT0110000","y2015_8",-1
"122","MS0170400","y2015_8",-1
"123","MO0950D00","y2015_8",-1
"124","MO0760000","y2015_8",-2
"125","GA0490000","y2015_8",-1
"126","PA0470200","y2015_6",-1
"127","WY0110200","y2015_4",-1
"128","GA0440100","y2015_4",-1
"129","MS0400100","y2015_3",-1
"130","MO0956200","y2015_3",-1
"131","GA0880000","y2015_3",-1
"132","PA0131000","y2015_2",-1
"133","NVDI00500","y2015_2",-1
"134","CA019900X","y2015_2",-1
"135","CA0500800","y2015_2",-1
"136","PA029SP00","y2015_1",-1
"137","AZ0131400","y2014_12",-1
"138","AZ0050000","y2014_11",-1
"139","NJ0131600","y2014_10",-1
"140","WA0311400","y2014_9",-1
"141","PA0490100","y2014_9",-1
"142","GA1360000","y2014_9",-1
"143","CA033400X","y2014_9",-1
"144","MO0510300","y2014_7",-1
"145","PA0110500","y2014_6",-1
"146","OH0570500","y2014_6",-1
"147","CA0193200","y2014_6",-1
"148","CA0331700","y2014_6",-1
"149","CA0300200","y2014_6",-2
"150","WY0210100","y2014_5",-1
"151","CA0197400","y2014_5",-1
"152","CA0191400","y2014_5",-1
"153","PA0130700","y2014_4",-2
"154","MO0955200","y2014_3",-1
"155","CA0194500","y2014_3",-2
"156","CA0191700","y2014_3",-1
"157","CA0331700","y2013_12",-1
"158","CA0430800","y2013_11",-1
"159","PA0140700","y2013_10",-1
"160","CA0430800","y2013_10",-5
"161","CA0192700","y2013_10",-1
"162","CA0301200","y2013_10",-1
"163","CA0309700","y2013_9",-1
"164","CA0301200","y2013_8",-1
"165","CA0191900","y2013_7",-3
"166","CA0190400","y2013_7",-1
"167","MD0230400","y2013_6",-1
"168","GA0610000","y2013_5",-1
"169","GA0440900","y2013_5",-1
"170","CA0330500","y2013_5",-1
"171","PA0250100","y2013_4",-1
"172","CA0192100","y2013_4",-1
"173","NV0010100","y2013_3",-1
"174","MO0580300","y2013_3",-1
"175","PA0130200","y2013_2",-2
"176","MD0040100","y2013_2",-1
"177","GA0570100","y2013_2",-2
"178","IN0480200","y2013_1",-1
"179","GA0610000","y2013_1",-3
"180","PA0364800","y2012_12",-1
"181","PA0020E00","y2012_12",-1
"182","PA0091600","y2012_12",-1
"183","MD0023C00","y2012_12",-4
"184","CA0190400","y2012_12",-3
"185","CA0301100","y2012_12",-1
"186","PA017SP00","y2012_11",-1
"187","GA0610000","y2012_11",-15
"188","CA0193600","y2012_11",-2
"189","UT0110300","y2012_9",-1
"190","MO0850100","y2012_9",-11
"191","CA0192J0X","y2012_9",-1
"192","PA0131000","y2012_8",-2
"193","MO0850200","y2012_8",-5
"194","CA0192J0X","y2012_8",-2
"195","IN0200200","y2012_7",-1
"196","CA0191300","y2012_7",-1
"197","GA0640200","y2012_5",-2
"198","OH0830300","y2012_4",-1
"199","CA030360X","y2012_3",-1
"200","PA0450700","y2012_1",-1
"201","MD0040100","y2012_1",-1
"202","PA053SP00","y2011_12",-1
"203","PA0330300","y2011_11",-3
"204","PA0250700","y2011_11",-1
"205","MO0240700","y2011_11",-2
"206","CA0195800","y2011_11",-1
"207","CA0191100","y2011_11",-1
"208","CA033400X","y2011_11",-1
"209","GA1000100","y2011_9",-1
"210","CA0196700","y2011_9",-1
"211","CA0300200","y2011_9",-1
"212","WA0311900","y2011_8",-1
"213","MO1020200","y2011_8",-3
"214","PA0330300","y2011_7",-2
"215","PA0232000","y2011_7",-1
"216","OH0790300","y2011_7",-1
"217","MO0460100","y2011_7",-8
"218","MO1080500","y2011_6",-1
"219","AZ0021100","y2011_6",-3
"220","CA0193200","y2011_5",-1
"221","NM0150100","y2011_4",-1
"222","CA0191F00","y2011_4",-1
"223","AZ0021100","y2011_4",-1
"224","PA0364000","y2011_3",-1
"225","OH0571300","y2011_3",-1
"226","LA0091000","y2011_3",-1
"227","CA0198000","y2011_2",-1
"228","MO0300100","y2010_12",-17
"229","CA0192J0X","y2010_12",-2
"230","MO0660000","y2010_11",-16
"231","ME0140000","y2010_11",-1
"232","CA0192H0X","y2010_11",-4
"233","GA0380000","y2010_10",-2
"234","PA0450700","y2010_9",-1
"235","PA0041800","y2010_9",-1
"236","NM0070600","y2010_8",-1
"237","CA0190X0X","y2010_8",-1
"238","PA0180100","y2010_7",-1
"239","OH0670300","y2010_7",-1
"240","NM0070600","y2010_7",-1
"241","MO0490400","y2010_6",-1
"242","PA0155000","y2010_5",-1
"243","PA0063000","y2010_3",-1
"244","NJ0012400","y2010_2",-1
"245","LA0520200","y2010_2",-1
"246","PA0100200","y2009_12",-1
"247","MO1020200","y2009_12",-3
"248","CA0360200","y2009_12",-2
"249","CA0370400","y2009_12",-1
"250","IN0290700","y2009_11",-1
"251","AZ0039700","y2009_10",-1
"252","WA0120000","y2009_8",-1
"253","CA0180000","y2009_7",-1
"254","CO0570000","y2009_6",-1
"255","CA0191900","y2009_6",-1
"256","MO0930000","y2009_5",-1
"257","PA0462600","y2009_3",-1
"258","IN0870000","y2009_3",-1
"259","PA0020E00","y2009_2",-1
"260","PA0110500","y2009_2",-1
"261","KY0590500","y2009_2",-3
"262","CA0370400","y2009_2",-1
"263","PA0462600","y2009_1",-1
"264","MO0930000","y2009_1",-1
"265","CA0195800","y2009_1",-6
"266","MO1020200","y2008_12",-20
"267","GA1360100","y2008_12",-1
"268","CO0350400","y2008_12",-1
"269","CA0380500","y2008_12",-1
"270","CA0192J0X","y2008_11",-1
"271","CA0300600","y2008_11",-2
"272","PA0633300","y2008_9",-1
"273","PA043SP00","y2008_9",-1
"274","NJ0181900","y2008_9",-1
"275","MD0172800","y2008_9",-1
"276","MD0172300","y2008_9",-1
"277","CA0192J0X","y2008_9",-1
"278","MD0030500","y2008_8",-1
"279","PA0370600","y2008_7",-1
"280","OH0790300","y2008_7",-2
"281","CA0198000","y2008_7",-1
"282","CA0191W0X","y2008_7",-1
"283","NBNSP0000","y2008_6",-1
"284","CA0190300","y2008_6",-1
"285","CA037A300","y2008_6",-1
"286","CA030490X","y2008_6",-1
"287","UT0110300","y2008_5",-1
"288","UT0110000","y2008_5",-1
"289","MD0230400","y2008_5",-1
"290","CA0330200","y2008_5",-1
"291","MD0040100","y2008_4",-4
"292","PA0090900","y2008_3",-1
"293","NJ0042300","y2008_3",-1
"294","GA0440100","y2008_3",-1
"295","AZ0030000","y2008_3",-1
"296","MD0040100","y2008_2",-1
"297","PA034SP00","y2008_1",-1
"298","WA0290100","y2007_12",-1
"299","MO0890000","y2007_12",-1
"300","MD0160300","y2007_12",-1
"301","IN0640000","y2007_12",-1
"302","WA0070000","y2007_11",-1
"303","MO0480500","y2007_11",-1
"304","CA030490X","y2007_11",-1
"305","PA0191500","y2007_10",-1
"306","GA0070200","y2007_10",-1
"307","UT0250000","y2007_8",-1
"308","PA0150800","y2007_8",-1
"309","NJ0122100","y2007_8",-1
"310","WY0030100","y2007_7",-1
"311","UT0100000","y2007_7",-2
"312","PA0460300","y2007_7",-1
"313","MO0450200","y2007_7",-1
"314","IN0290400","y2007_7",-1
"315","CA0560100","y2007_6",-1
"316","CA056140X","y2007_6",-1
"317","MO0730100","y2007_5",-1
"318","CA0195400","y2007_5",-12
"319","CA0560300","y2007_5",-1
"320","OR0030900","y2007_3",-1
"321","MS0270000","y2007_2",-1
"322","PA0154900","y2007_1",-1
"323","MS0270000","y2007_1",-2
"324","WA0310000","y2006_12",-2
"325","PA0670300","y2006_12",-1
"326","CA0370800","y2006_12",-2
"327","CA0302000","y2006_12",-1
"328","NJ0027000","y2006_11",-1
"329","CA0560000","y2006_11",-8
"330","CA056140X","y2006_11",-2
"331","MS0270000","y2006_10",-3
"332","PA0022300","y2006_9",-1
"333","PA0430400","y2006_9",-1
"334","CA030420X","y2006_9",-1
"335","CA0193200","y2006_8",-1
"336","CA0191F00","y2006_8",-1
"337","AR0360100","y2006_8",-1
"338","MO0240700","y2006_6",-1
"339","CA0300600","y2006_6",-1
"340","NJ0130500","y2006_5",-1
"341","WA0310200","y2006_4",-1
"342","PA0130500","y2006_4",-1
"343","MO0957200","y2006_4",-1
"344","GA0080200","y2006_4",-1
"345","AR0360100","y2006_4",-3
"346","MO0959A00","y2006_3",-1
"347","CA0192J0X","y2006_3",-1
"348","CA0410200","y2006_3",-4
"349","AR0360100","y2006_3",-1
"350","CA0410200","y2006_2",-3
"351","WY0120000","y2006_1",-1
"352","MO0954700","y2006_1",-1
"353","MO0240000","y2006_1",-1
"354","CA0191F00","y2006_1",-1
"355","MO0959A00","y2005_12",-1
"356","ME0091000","y2005_12",-1
"357","CA0070800","y2005_12",-44
"358","CA0302300","y2005_12",-1
"359","CA0302100","y2005_12",-2
"360","CA0301800","y2005_12",-1
"361","CA0300000","y2005_12",-2
"362","PA0092000","y2005_11",-1
"363","MD0010200","y2005_11",-9
"364","PA0231400","y2005_10",-1
"365","MD0010200","y2005_10",-21
"366","CA0198000","y2005_10",-5
"367","WA0340200","y2005_9",-1
"368","PA0654900","y2005_9",-1
"369","AZ0040600","y2005_9",-1
"370","CA0192H0X","y2005_8",-1
"371","AZ0130300","y2005_8",-1
"372","WY0150200","y2005_7",-1
"373","PA0620200","y2005_7",-1
"374","PA0091600","y2005_6",-1
"375","CA0560300","y2005_6",-1
"376","PA053SP00","y2005_4",-1
"377","NV0140100","y2005_4",-1
"378","MO0890200","y2005_4",-1
"379","CA0410200","y2005_4",-2
"380","AZ0130300","y2005_4",-1
"381","PA0463700","y2005_3",-1
"382","CA0198000","y2005_3",-1
"383","KY0080200","y2005_2",-1
"384","CA0410200","y2005_2",-4
"385","PA0023400","y2005_1",-1
"386","PA027SP00","y2005_1",-2
"387","NJ0071000","y2005_1",-1
"388","CA0191300","y2005_1",-1
"389","CA0410200","y2005_1",-2
"390","PA0112900","y2004_12",-1
"391","PA0010500","y2004_12",-1
"392","MO0810100","y2004_12",-10
"393","PA0234800","y2004_11",-2
"394","WA0380300","y2004_10",-1
"395","PA0154900","y2004_9",-1
"396","MO0750200","y2004_9",-1
"397","MO0490000","y2004_9",-1
"398","WA0370500","y2004_8",-1
"399","PA0234800","y2004_8",-1
"400","MO0953200","y2004_7",-1
"401","MO0040300","y2004_7",-1
"402","CA0195700","y2004_7",-1
"403","CA0150700","y2004_7",-1
"404","PA0096200","y2004_6",-1
"405","OH0431800","y2004_5",-1
"406","PA0633300","y2004_3",-1
"407","CA0410200","y2004_3",-1
"408","CA0198000","y2004_2",-1
"409","CA0151100","y2004_2",-1
